Time (Hour),"Y(A1,A2)","SD(A1,A2)","Y(B1,B2)","SD(B1,B2)","Y(C1,C2)","SD(C1,C2)","Y(D1,D2)","SD(D1,D2)","Y(E1,E2)","SD(E1,E2)","Y(F1,F2)","SD(F1,F2)","Y(G1,G2)","SD(G1,G2)","Y(H1,H2)","SD(H1,H2)","Y(A3,A4)","SD(A3,A4)","Y(B3,B4)","SD(B3,B4)","Y(C3,C4)","SD(C3,C4)","Y(D3,D4)","SD(D3,D4)","Y(E3,E4)","SD(E3,E4)","Y(F3,F4)","SD(F3,F4)","Y(G3,G4)","SD(G3,G4)","Y(H3,H4)","SD(H3,H4)","Y(A5,A6)","SD(A5,A6)","Y(B5,B6)","SD(B5,B6)","Y(C5,C6)","SD(C5,C6)","Y(D5,D6)","SD(D5,D6)","Y(E5,E6)","SD(E5,E6)","Y(F5,F6)","SD(F5,F6)","Y(G5,G6)","SD(G5,G6)","Y(H5,H6)","SD(H5,H6)","Y(A7,A8)","SD(A7,A8)","Y(B7,B8)","SD(B7,B8)","Y(C7,C8)","SD(C7,C8)","Y(D7,D8)","SD(D7,D8)","Y(E7,E8)","SD(E7,E8)","Y(F7,F8)","SD(F7,F8)","Y(G7,G8)","SD(G7,G8)","Y(H7,H8)","SD(H7,H8)","Y(A9,A10)","SD(A9,A10)","Y(B9,B10)","SD(B9,B10)","Y(C9,C10)","SD(C9,C10)","Y(D9,D10)","SD(D9,D10)","Y(E9,E10)","SD(E9,E10)","Y(F9,F10)","SD(F9,F10)","Y(G9,G10)","SD(G9,G10)","Y(H9,H10)","SD(H9,H10)","Y(A11,A12)","SD(A11,A12)","Y(B11,B12)","SD(B11,B12)","Y(C11,C12)","SD(C11,C12)","Y(D11,D12)","SD(D11,D12)","Y(E11,E12)","SD(E11,E12)","Y(F11,F12)","SD(F11,F12)","Y(G11,G12)","SD(G11,G12)","Y(H11,H12)","SD(H11,H12)"
72.855,2.31355,0.158745472,0.31,0.050487424,0.75835,0.098499975,1.2849,0.064488138,3.0136,0.380706291,1.3037,0.060952605,0.188,0.004101219,6.4837,0.544047957,2.64545,0.03132483,0.29905,0.010253048,0.8442,0.098853528,1.41295,0.083226468,3.52245,0.281782052,1.34505,0.109247998,0.204,0.064770981,6.8298,0.276620173,2.89055,0.103873986,0.33795,0.032173359,0.87355,0.001909188,1.6244,0.084852814,3.6508,0.088954033,1.2554,0.162493138,0.1591,0.001272792,7.0614,0.065336667,4.2502,0.30349023,0.3797,0.016404877,0.87345,0.018596908,1.7233,0.016404877,4.06985,0.322794246,1.60645,0.164543748,0.22895,0.061589001,6.7313,0.108753023,4.8026,0.012020815,0.28865,0.038961584,0.81735,0.053245141,1.7107,0.047658997,3.80605,0.336087853,2.2356,0.210010714,0.46375,0.093125963,7.1589,0.072124892,5.14075,0.317844498,0.2751,0.020788939,0.8884,0.00933381,1.6974,0.173382583,4.0284,0.022344574,2.6616,0.042002143,0.6506,0.200111219,6.9488,0.100692006
73.105,2.3326,0.159240447,0.30545,0.052820877,0.7552,0.096449365,1.2907,0.070993521,2.9996,0.35553329,1.2972,0.057275649,0.18455,0.005868986,6.4853,0.516753636,2.6538,0.038042345,0.29295,0.006576093,0.8432,0.105641753,1.4186,0.09277241,3.4937,0.283408398,1.3357,0.116955462,0.20025,0.064134585,6.82395,0.238507117,2.90435,0.104156829,0.33315,0.034577522,0.8746,0.003535534,1.6278,0.086408449,3.61555,0.089731851,1.24775,0.147431764,0.15395,0.004313351,7.02755,0.053103719,4.2683,0.292600786,0.37315,0.015485639,0.8659,0.018667619,1.72185,0.017324116,4.0636,0.324137748,1.60905,0.174018979,0.226,0.061659711,6.72365,0.115894801,4.818,0.019233304,0.2851,0.035779603,0.8067,0.054022958,1.70585,0.050699556,3.80095,0.327036886,2.23665,0.207252998,0.46315,0.095530126,7.13695,0.078559563,5.1503,0.322016428,0.2721,0.022203153,0.885,0.009050967,1.6947,0.171968369,4.0095,0.011879394,2.67265,0.056214989,0.64645,0.208242947,6.9333,0.075377583
73.355,2.34865,0.163412377,0.30235,0.053669405,0.7523,0.095459415,1.2928,0.071417785,2.9845,0.355957554,1.2919,0.061094026,0.1781,0.006081118,6.4806,0.503460028,2.6703,0.032526912,0.28955,0.005020458,0.8405,0.11370277,1.4184,0.095176573,3.48895,0.2721654,1.32325,0.124945768,0.1973,0.063215346,6.828,0.22938544,2.9239,0.111157186,0.331,0.033658283,0.86925,0.008273149,1.6327,0.087964084,3.5917,0.103944697,1.243,0.138168665,0.1509,0.005939697,7.00905,0.060881894,4.26655,0.285034743,0.36795,0.015485639,0.85805,0.018596908,1.7129,0.020788939,4.05725,0.328168257,1.609,0.176918117,0.22255,0.060599051,6.71985,0.091287485,4.82945,0.021708178,0.27825,0.035567471,0.79895,0.049851028,1.6975,0.052891587,3.7814,0.333895822,2.22645,0.21276843,0.46645,0.098924239,7.12595,0.082519361,5.1487,0.328380389,0.2662,0.019940411,0.8756,0.008485281,1.6898,0.174796796,3.99725,0.020435386,2.6726,0.056427121,0.6419,0.206192337,6.9192,0.055861436
73.605,2.36225,0.170483445,0.2975,0.052891587,0.7461,0.094610887,1.29355,0.069791439,2.9715,0.358361717,1.28625,0.066963012,0.1723,0.003818377,6.50375,0.509753279,2.6837,0.027718586,0.2846,0.006929646,0.8356,0.110732922,1.4207,0.093903781,3.483,0.282842712,1.32285,0.145169022,0.193,0.060669762,6.8417,0.219627366,2.94525,0.102601194,0.3266,0.034648232,0.86545,0.01039447,1.63345,0.090297536,3.57585,0.112500689,1.23745,0.128057038,0.1473,0.005939697,7.0015,0.063073925,4.2758,0.303631652,0.36465,0.012940054,0.8495,0.018950462,1.71035,0.017889802,4.0315,0.31494536,1.6213,0.178049488,0.22115,0.060881894,6.69565,0.064558849,4.8544,0.024183052,0.27365,0.03132483,0.7924,0.049214632,1.69355,0.058194888,3.7713,0.338704148,2.227,0.213121984,0.46485,0.099348503,7.1438,0.103096169,5.15885,0.331138106,0.26015,0.019586858,0.8697,0.005091169,1.68575,0.174726086,3.988,0.003394113,2.6755,0.041153615,0.6374,0.20958645,6.90295,0.056780675
73.855278,2.36705,0.182787103,0.29565,0.050275292,0.7434,0.094469466,1.29725,0.069508597,2.9632,0.36387715,1.2704,0.073114841,0.1686,0.003676955,6.49065,0.536764758,2.6948,0.027860007,0.27945,0.008555992,0.8399,0.11681404,1.41905,0.098641396,3.4695,0.292742207,1.3193,0.143118413,0.1875,0.060104076,6.836,0.20647518,2.9723,0.096166522,0.32285,0.036274578,0.86225,0.007000357,1.6358,0.086267027,3.57125,0.123672976,1.2305,0.129541962,0.14235,0.004737615,6.99075,0.072195602,4.2894,0.295994899,0.35955,0.011101576,0.84375,0.018172644,1.7144,0.021071782,4.01985,0.30030825,1.629,0.184130606,0.21855,0.057770624,6.68435,0.087044845,4.85795,0.038961584,0.26875,0.033021887,0.78405,0.046598337,1.68935,0.056214989,3.75905,0.334107954,2.23605,0.207818683,0.4614,0.103520433,7.1355,0.093903781,5.17615,0.330289577,0.2539,0.016970563,0.8585,0.002828427,1.68785,0.176988827,3.9736,0.039315137,2.6575,0.047234733,0.6369,0.209162186,6.88565,0.059043416
74.105278,2.3825,0.187241876,0.28865,0.04688118,0.7389,0.09277241,1.29545,0.063427478,2.9613,0.342239682,1.25915,0.074741187,0.1616,0.000707107,6.483,0.511096781,2.7062,0.027577164,0.27365,0.007566043,0.83805,0.114339167,1.42495,0.101469823,3.45605,0.300873935,1.3099,0.146653946,0.18185,0.054093669,6.84955,0.197494924,2.9917,0.092206724,0.3167,0.037052395,0.85985,0.009545942,1.6442,0.095176573,3.5633,0.125440743,1.23365,0.136966584,0.1398,0.002687006,6.9961,0.045113413,4.30655,0.304126627,0.35185,0.017041273,0.83785,0.017889802,1.72055,0.010253048,4.01845,0.309217795,1.6331,0.198272741,0.21295,0.058477731,6.71725,0.103025458,4.8678,0.045820519,0.2619,0.030971277,0.7778,0.049638896,1.6862,0.057982756,3.75445,0.349522882,2.255,0.210859242,0.45865,0.101752666,7.12885,0.085772053,5.18155,0.328168257,0.25105,0.017324116,0.85035,0.008697413,1.68265,0.179817254,3.96085,0.052538034,2.6483,0.047517576,0.6328,0.204919545,6.88325,0.061730422
74.355278,2.3926,0.176493853,0.28655,0.047588286,0.7358,0.089519718,1.29715,0.059891944,2.9419,0.329087496,1.24725,0.076296822,0.15655,0.003464823,6.48555,0.499712362,2.73045,0.034153258,0.26925,0.00629325,0.83485,0.121127392,1.42775,0.1052882,3.4389,0.303631652,1.29685,0.149553084,0.17835,0.054376511,6.8452,0.196575685,3.0071,0.084569971,0.31045,0.035143207,0.8571,0.013010765,1.64085,0.095247283,3.5495,0.112854242,1.2281,0.151462273,0.13795,0.003747666,6.9808,0.050204581,4.3216,0.287085353,0.34345,0.019586858,0.8316,0.019940411,1.71785,0.009121677,4.0046,0.33997694,1.62715,0.203858885,0.2049,0.058265599,6.71275,0.077286771,4.87365,0.043487067,0.25615,0.028920667,0.7679,0.053315851,1.6783,0.05529575,3.7532,0.33474435,2.2564,0.194595786,0.45765,0.104863936,7.10155,0.126642825,5.1941,0.322440692,0.2471,0.016404877,0.8415,0.007636753,1.67595,0.177978777,3.952,0.045679098,2.6444,0.052608745,0.6305,0.198555584,6.84855,0.043204224
74.605278,2.39815,0.175008928,0.284,0.045679098,0.7335,0.098146421,1.29945,0.063003214,2.9199,0.328663232,1.24145,0.065973063,0.1545,0.003959798,6.4721,0.499783073,2.743,0.039315137,0.26795,0.008131728,0.83015,0.118723229,1.4264,0.099702056,3.4151,0.305894394,1.2862,0.152027958,0.17475,0.05522504,6.83255,0.237234325,3.0208,0.101681955,0.30665,0.035708892,0.8557,0.012727922,1.6461,0.093762359,3.53855,0.097651446,1.21935,0.165109433,0.13505,0.008131728,6.9804,0.031395541,4.3317,0.290479466,0.3396,0.021778889,0.8225,0.024748737,1.71915,0.013222897,3.98015,0.337077803,1.6067,0.210859242,0.2024,0.058972706,6.7271,0.092348146,4.8795,0.05840702,0.2522,0.028284271,0.7617,0.053033009,1.66625,0.05211377,3.7425,0.310844141,2.2515,0.187241876,0.45125,0.104015408,7.08345,0.114904852,5.2079,0.327673282,0.24295,0.016617009,0.8388,0.008061017,1.67005,0.179817254,3.9607,0.047517576,2.6389,0.04695189,0.6284,0.201101169,6.83185,0.058619152
74.855278,2.4144,0.17097842,0.27925,0.045608387,0.72845,0.097510025,1.29965,0.062296107,2.92255,0.324632723,1.2343,0.069013622,0.15005,7.07107E-05,6.4612,0.497096067,2.76335,0.01873833,0.2636,0.006929646,0.831,0.11992531,1.43065,0.099489924,3.40915,0.314308964,1.27925,0.153088618,0.1713,0.056568542,6.8514,0.241689098,3.04185,0.089024744,0.3062,0.037193817,0.84825,0.008273149,1.6409,0.086408449,3.5297,0.113137085,1.2193,0.16475588,0.13185,0.007848885,6.97685,0.006858936,4.34395,0.295499924,0.3319,0.022485996,0.82045,0.031749094,1.72015,0.018596908,3.97405,0.337360645,1.5918,0.199969798,0.1996,0.056002857,6.7444,0.06774083,4.8878,0.060952605,0.24775,0.026940768,0.7537,0.045679098,1.66245,0.056922096,3.73515,0.315440335,2.2309,0.171685526,0.4525,0.102954747,7.08305,0.118298964,5.2062,0.331491659,0.23795,0.018879751,0.83325,0.010677312,1.66525,0.18038294,3.9662,0.02602153,2.63905,0.050133871,0.6274,0.202373961,6.82605,0.092984542
75.105278,2.4399,0.168574257,0.27515,0.046315494,0.7286,0.097156472,1.303,0.066609459,2.91805,0.32222856,1.23085,0.079408092,0.14415,0.00205061,6.46585,0.481044743,2.77395,0.029062089,0.2595,0.00834386,0.82815,0.126642825,1.43195,0.100621295,3.40075,0.318410184,1.2738,0.148492424,0.1691,0.058548441,6.8257,0.196434264,3.06505,0.112783532,0.2998,0.034506811,0.8457,0.003818377,1.6453,0.082024387,3.5221,0.133360339,1.20645,0.164260905,0.1277,0.01145513,6.98175,0.014354268,4.36585,0.305823683,0.3287,0.021778889,0.81535,0.025526555,1.7195,0.025880108,3.96035,0.316571706,1.57365,0.204565992,0.1965,0.058972706,6.72945,0.072478445,4.8925,0.075377583,0.24125,0.028920667,0.74915,0.045466966,1.65025,0.057770624,3.7306,0.297550534,2.2117,0.162210296,0.4497,0.108328759,7.0789,0.125723586,5.2179,0.337572777,0.2326,0.019516147,0.82775,0.016758431,1.66335,0.176564563,3.9607,0.022061732,2.6373,0.044406306,0.63215,0.20541452,6.8354,0.10535891
75.355278,2.45315,0.169493495,0.2705,0.046669048,0.72475,0.093408806,1.30935,0.056922096,2.9117,0.313531147,1.22585,0.076721086,0.1433,0.003535534,6.4582,0.467680425,2.7853,0.019233304,0.25375,0.009970206,0.82545,0.124804347,1.43215,0.103025458,3.40025,0.298894036,1.2581,0.141279935,0.1653,0.0562857,6.82665,0.20753584,3.0748,0.110450079,0.2953,0.038466609,0.84425,0.005303301,1.6426,0.089802561,3.49265,0.12098597,1.19755,0.162281006,0.1259,0.012445079,6.9965,0.03959798,4.3696,0.302924545,0.3232,0.021213203,0.8097,0.028425693,1.71725,0.024819448,3.9377,0.29825764,1.5595,0.210717821,0.19265,0.055366461,6.7449,0.049073211,4.9033,0.067599408,0.2388,0.0271529,0.7418,0.04695189,1.64035,0.061730422,3.724,0.289772359,2.2013,0.152452222,0.4422,0.110167237,7.0575,0.138451508,5.2317,0.336865671,0.22905,0.016051324,0.8207,0.014849242,1.65805,0.173594715,3.97195,0.009263099,2.63395,0.053386562,0.63065,0.206970155,6.79005,0.124380083
75.605556,2.4649,0.179180858,0.26765,0.047871129,0.72475,0.097792868,1.3105,0.065760931,2.8989,0.323430642,1.2162,0.074953319,0.13925,0.003747666,6.45945,0.500136626,2.79635,0.017182695,0.24915,0.012940054,0.8247,0.129117698,1.4331,0.108753023,3.41075,0.300591093,1.25705,0.148138871,0.1608,0.054871486,6.8051,0.197141371,3.10255,0.11264211,0.29175,0.03754737,0.83915,0.000212132,1.6474,0.087822662,3.4865,0.107621652,1.18965,0.151815826,0.12295,0.011101576,6.98925,0.030052038,4.3743,0.284964033,0.31855,0.018455487,0.80625,0.030334881,1.71385,0.03132483,3.9312,0.287085353,1.5441,0.206333759,0.18835,0.053386562,6.74765,0.064841692,4.90845,0.0635689,0.23415,0.027223611,0.734,0.044971991,1.6394,0.069155043,3.72025,0.283054845,2.18435,0.13555237,0.4439,0.109601551,7.0599,0.115116984,5.2307,0.328097546,0.22655,0.01774838,0.81055,0.014212846,1.65365,0.172180501,3.96115,0.001343503,2.6283,0.073821948,0.6264,0.20435386,6.7603,0.145663997
75.855556,2.48005,0.183069946,0.26095,0.046032651,0.7218,0.100974848,1.31905,0.065831641,2.89135,0.333966533,1.2048,0.077923167,0.13365,0.002474874,6.45485,0.498580991,2.81805,0.00629325,0.2469,0.011737973,0.82325,0.123390133,1.43745,0.111935003,3.41235,0.298328351,1.2401,0.143684098,0.155,0.053740115,6.804,0.218213153,3.12985,0.119571757,0.28975,0.039244426,0.83815,0.004879037,1.64465,0.082943625,3.499,0.106066017,1.17925,0.146441814,0.11975,0.012374369,6.9787,0.030829856,4.3841,0.291893679,0.31335,0.016617009,0.79825,0.028354982,1.7162,0.032244069,3.911,0.288075303,1.5248,0.194454365,0.18515,0.052255191,6.749,0.075519004,4.9148,0.061942554,0.22905,0.028354982,0.7286,0.044406306,1.63555,0.074458344,3.7045,0.287368196,2.1712,0.130531912,0.4394,0.113419928,7.05415,0.062720371,5.2332,0.329794603,0.22275,0.018172644,0.8017,0.0145664,1.6505,0.178615173,3.955,0.004949747,2.62335,0.062296107,0.624,0.206899444,6.76,0.148351003
76.105556,2.494,0.192333044,0.2545,0.045396255,0.7188,0.098287843,1.31925,0.065124535,2.8883,0.334885772,1.19895,0.083085047,0.12845,0.000919239,6.4518,0.475882864,2.8423,0.018101934,0.24185,0.012940054,0.82325,0.123390133,1.44115,0.10740952,3.4052,0.288075303,1.2266,0.1397243,0.15015,0.051830927,6.8156,0.209869293,3.14795,0.107126677,0.28415,0.037688791,0.83865,0.006858936,1.65365,0.079832356,3.49965,0.104156829,1.17285,0.139653589,0.11615,0.00940452,6.9891,0.035921024,4.38285,0.264528647,0.30665,0.01350574,0.79195,0.026375083,1.71905,0.030334881,3.88965,0.317844498,1.50455,0.193817969,0.1793,0.052043059,6.7333,0.051335952,4.9236,0.06675088,0.22525,0.030617724,0.7232,0.047376154,1.63335,0.073326973,3.7016,0.313813989,2.16765,0.127491353,0.4414,0.11681404,7.03555,0.076013979,5.24065,0.311480537,0.2184,0.017960512,0.7979,0.021778889,1.64585,0.179251569,3.9587,0.000141421,2.62025,0.0490025,0.61775,0.2032932,6.7631,0.135198817
76.355833,2.51035,0.192969441,0.25155,0.042355696,0.7179,0.095176573,1.31835,0.066397327,2.8933,0.310419877,1.2013,0.079337381,0.12655,0.001909188,6.475,0.470508852,2.8531,0.013152186,0.2399,0.009899495,0.81655,0.123531555,1.4415,0.102671905,3.39105,0.288994541,1.2259,0.145522576,0.14925,0.054800776,6.8642,0.216374675,3.15515,0.115470537,0.28055,0.035991735,0.8327,0.004101219,1.6515,0.077498903,3.49235,0.111369318,1.163,0.136754451,0.11335,0.010960155,7.02675,0.041082904,4.3881,0.261912352,0.304,0.014142136,0.7901,0.029839906,1.71735,0.03231478,3.8956,0.307450028,1.49855,0.183352788,0.178,0.053457273,6.76785,0.065407377,4.94335,0.066680169,0.22015,0.030052038,0.7163,0.046244783,1.62845,0.076862507,3.7128,0.305752972,2.16475,0.133855314,0.437,0.116248355,7.0694,0.079620224,5.2476,0.314238254,0.2149,0.014990664,0.7934,0.019374726,1.64365,0.175716035,3.9809,0.024041631,2.6223,0.076508954,0.61565,0.204565992,6.7721,0.133926024
76.605833,2.52425,0.202161829,0.247,0.042850671,0.7156,0.092630988,1.3259,0.069720729,2.9159,0.306460079,1.19355,0.068942911,0.12385,0.000919239,6.5148,0.437699098,2.8676,0.000141421,0.23345,0.007990307,0.8115,0.12826917,1.4472,0.104086118,3.39415,0.254629152,1.2175,0.14594684,0.14355,0.054942197,6.921,0.247911637,3.1696,0.117662568,0.2748,0.03026417,0.82575,0.00106066,1.6596,0.08032733,3.48015,0.130602622,1.1522,0.130956176,0.11095,0.010818734,7.1071,0.022344574,4.4016,0.263467987,0.2967,0.015839192,0.781,0.032526912,1.7141,0.032244069,3.88315,0.295782767,1.48825,0.183635631,0.1755,0.052608745,6.83755,0.068518647,4.9452,0.052750166,0.2139,0.024465895,0.7124,0.04695189,1.6225,0.073680527,3.70835,0.319541554,2.1625,0.141279935,0.43375,0.117591858,7.1449,0.092348146,5.2651,0.322723535,0.21045,0.01873833,0.78425,0.023405234,1.638,0.180312229,3.95545,0.037688791,2.60045,0.090156115,0.61495,0.209232897,6.7986,0.166170094
76.855833,2.5078,0.205202388,0.24895,0.043204224,0.71745,0.084782103,1.3193,0.055720014,2.9392,0.248335902,1.22275,0.034153258,0.12535,0.008697413,6.5644,0.447457171,2.8567,0.014424978,0.23205,0.011101576,0.8118,0.121763788,1.4409,0.108753023,3.40755,0.249820826,1.22675,0.159594001,0.1424,0.054588644,6.9368,0.212980562,3.1713,0.128127749,0.27635,0.032031937,0.82455,0.006010408,1.64695,0.081529412,3.5253,0.149482374,1.14975,0.126359982,0.1091,0.011737973,7.0791,0.040446508,4.39385,0.275559513,0.2971,0.013293607,0.77945,0.029344931,1.71015,0.030759145,3.9087,0.261488088,1.4978,0.189928881,0.17795,0.052396612,6.83585,0.099631345,4.9322,0.06052834,0.2116,0.024890159,0.70925,0.042921382,1.62315,0.071064232,3.7423,0.280438549,2.19525,0.103732565,0.44275,0.118157543,7.1494,0.026728636,5.28315,0.323077088,0.2101,0.016829141,0.78285,0.040092954,1.64555,0.166665068,3.98995,0.008273149,2.67465,0.196929239,0.6244,0.209445029,6.9174,0.172675476
77.105833,2.52945,0.211212796,0.2416,0.040587929,0.7114,0.099136371,1.31165,0.070215703,2.9458,0.275913066,1.2526,0.091499617,0.1232,0.009050967,6.5987,0.472205908,2.8435,0.016829141,0.2324,0.01046518,0.8312,0.126006428,1.4688,0.116531198,3.67555,0.126077139,1.2499,0.173382583,0.1421,0.05317443,6.92555,0.275700934,3.1579,0.126430692,0.27015,0.033587572,0.8248,0.006363961,1.64745,0.080963726,3.69615,0.168079282,1.16285,0.134279578,0.10825,0.011101576,7.10445,0.048719657,4.40645,0.26481149,0.29195,0.014778532,0.7787,0.033941125,1.72295,0.058901995,4.0143,0.163058824,1.5021,0.182574971,0.17555,0.057629203,6.85005,0.083933575,4.9551,0.046527626,0.211,0.025738687,0.7081,0.038890873,1.62045,0.069791439,3.81945,0.184059895,2.24645,0.114056324,0.4448,0.122895159,7.1629,0.106207439,5.3043,0.362745779,0.2064,0.020364675,0.7774,0.033516861,1.64175,0.18038294,4.0266,0.010889444,2.6908,0.230233968,0.63525,0.216303964,6.9177,0.156270599
77.355833,2.5467,0.205060967,0.23635,0.040375797,0.7165,0.098287843,1.3187,0.075943268,2.98965,0.287580328,1.24395,0.059609102,0.1194,0.008909545,6.6043,0.405172186,2.87175,0.055507882,0.2249,0.009899495,0.79555,0.123814397,1.4333,0.118086832,3.563,0.165321565,1.2418,0.186110505,0.13685,0.053386562,6.97125,0.179534412,3.19675,0.111652161,0.26505,0.035850314,0.8271,0.010323759,1.6476,0.077923167,3.58275,0.096237233,1.16085,0.150967298,0.10555,0.010818734,7.0506,0.012445079,4.4225,0.286943932,0.2872,0.019657569,0.77135,0.029769195,1.70275,0.047729708,3.88805,0.242184073,1.48955,0.184342738,0.17395,0.055083618,6.8209,0.113561349,4.9341,0.070569257,0.20635,0.02397092,0.70175,0.034153258,1.6066,0.073963369,3.7407,0.232920974,2.2732,0.072266313,0.44155,0.127491353,7.14925,0.034011836,5.3009,0.342805368,0.20475,0.020152543,0.77055,0.041931432,1.6408,0.160371818,4.05125,0.059184838,2.69795,0.319965818,0.6443,0.221748687,6.9314,0.172251212
77.606111,2.54685,0.195939289,0.2248,0.035779603,0.7018,0.1125714,1.31035,0.087044845,2.96905,0.355179736,1.21745,0.067528698,0.11445,0.006858936,6.50855,0.468316821,2.89405,0.062861793,0.22265,0.011384419,0.7723,0.126713535,1.41445,0.130885465,3.4124,0.1668772,1.2414,0.201666854,0.13135,0.049851028,6.8335,0.149765216,3.1982,0.117238304,0.2661,0.036062446,0.8194,0.00622254,1.65335,0.08025662,3.4347,0.088812612,1.15215,0.153371461,0.10075,0.011242998,6.9354,0.014707821,4.4054,0.263467987,0.28745,0.019869701,0.76185,0.029062089,1.68765,0.022132442,3.78995,0.292247233,1.49175,0.196363553,0.1739,0.055720014,6.7074,0.139865721,4.8923,0.052608745,0.19925,0.021001071,0.6893,0.04384062,1.607,0.073963369,3.6763,0.286095404,2.28125,0.107550941,0.44245,0.132723943,7.01965,0.016758431,5.27275,0.328026836,0.1986,0.02192031,0.76415,0.024395184,1.63365,0.195656446,4.04315,0.024678027,2.7441,0.207889394,0.6492,0.243103311,6.88515,0.127349931
77.855556,2.57585,0.191130963,0.22105,0.035567471,0.6889,0.109177287,1.30595,0.081387991,2.93375,0.335522168,1.19795,0.068094383,0.11215,0.006151829,6.50145,0.463791338,2.91415,0.067528698,0.21505,0.014071425,0.7658,0.12614785,1.4169,0.140289985,3.3168,0.211142085,1.24315,0.206404469,0.12715,0.047729708,6.7913,0.136895873,3.2287,0.12204663,0.26,0.035638182,0.8091,0.008909545,1.67705,0.086762002,3.33215,0.131451151,1.1473,0.151603694,0.0994,0.013717872,6.9059,0.028991378,4.4423,0.285246876,0.27705,0.016617009,0.75995,0.034718943,1.68705,0.005727565,3.76725,0.360553748,1.49455,0.194666497,0.1713,0.056992807,6.6447,0.146653946,4.91425,0.054942197,0.19065,0.018879751,0.6817,0.049497475,1.6179,0.073114841,3.65965,0.373847355,2.25025,0.121410234,0.44525,0.134138156,6.93985,0.035143207,5.26745,0.326754044,0.19355,0.020576807,0.7519,0.027860007,1.6292,0.193040151,3.9739,0.045679098,2.73185,0.16270527,0.64225,0.243174022,6.81855,0.058194888
78.105833,2.605,0.184130606,0.21805,0.042638539,0.6884,0.102106219,1.30635,0.076721086,2.9017,0.279024336,1.18545,0.052679455,0.10755,0.004596194,6.5287,0.440386103,2.94495,0.062296107,0.2102,0.016263456,0.7638,0.126289271,1.4267,0.143118413,3.2417,0.233203816,1.23495,0.197212081,0.12465,0.044335595,6.73595,0.115187695,3.26675,0.127067089,0.2524,0.039315137,0.8037,0.003676955,1.6839,0.092206724,3.29335,0.148138871,1.1397,0.156977705,0.09585,0.013222897,6.8449,0.015273506,4.4599,0.275347381,0.2669,0.015414928,0.7583,0.030547013,1.69805,0.003747666,3.78265,0.430415898,1.4905,0.196575685,0.1703,0.056851385,6.58865,0.165250855,4.9275,0.065336667,0.18555,0.017889802,0.67305,0.05211377,1.62905,0.085772053,3.6328,0.391454314,2.2242,0.123602265,0.44265,0.135410949,6.88085,0.078418142,5.2735,0.339269834,0.18915,0.016899852,0.746,0.035921024,1.624,0.196434264,3.9115,0.068165094,2.6728,0.183706342,0.63615,0.241194123,6.75945,0.015909903
78.355833,2.6312,0.180170808,0.2153,0.046810469,0.692,0.093762359,1.31355,0.064983113,2.89845,0.261841641,1.16765,0.040375797,0.10475,0.005586144,6.5076,0.475882864,2.97745,0.052679455,0.2061,0.021637468,0.76605,0.123955819,1.4304,0.136754451,3.2067,0.256255498,1.22195,0.18660548,0.1208,0.043133514,6.7101,0.096307944,3.2914,0.13350176,0.2457,0.040587929,0.80195,0.001202082,1.6801,0.096590786,3.2948,0.120349574,1.1327,0.155846335,0.09275,0.009263099,6.7956,0.028567114,4.4933,0.269407684,0.26115,0.014495689,0.75645,0.025667976,1.70075,0.010535891,3.7685,0.447881435,1.4882,0.198838427,0.1706,0.058124177,6.51455,0.158179787,4.96095,0.037264527,0.17825,0.015344217,0.6645,0.052467323,1.61785,0.082519361,3.61335,0.380069895,2.2052,0.137744401,0.44125,0.139370747,6.84565,0.095812969,5.2825,0.353411969,0.1865,0.017253405,0.74025,0.034294679,1.6107,0.185544819,3.8909,0.072690577,2.6544,0.21694036,0.6307,0.242254783,6.74355,0.009263099
78.605833,2.66285,0.185898373,0.2107,0.043699199,0.6941,0.100550584,1.3191,0.066326616,2.8964,0.250740065,1.14865,0.038678741,0.10195,0.00629325,6.48825,0.516258661,3.01655,0.051406663,0.20355,0.019586858,0.77085,0.121834498,1.4236,0.131946125,3.1631,0.259225346,1.2046,0.187241876,0.115,0.043982042,6.66525,0.157189837,3.32985,0.139936432,0.2452,0.039032294,0.8019,0.008626703,1.6723,0.093055252,3.30765,0.091853171,1.12835,0.152098669,0.08745,0.007424621,6.77705,0.011384419,4.52035,0.262548748,0.26085,0.019304015,0.75215,0.023688077,1.7083,0.019374726,3.7341,0.443497373,1.4773,0.196999949,0.16815,0.057912045,6.49005,0.144461915,4.97035,0.047588286,0.17555,0.014354268,0.6586,0.053598694,1.61185,0.083226468,3.59725,0.355179736,2.1782,0.148775267,0.4351,0.136471609,6.8153,0.085418499,5.2924,0.35242202,0.1812,0.01668772,0.73155,0.035143207,1.60705,0.192969441,3.88145,0.028637825,2.658,0.226698434,0.62425,0.238931381,6.7299,0.006646804
